name_ar,category,full_address,phone_number,website,rating,city_ar,region_ar,latitude,longitude,google_maps_url
المنتزه إكسبرس,N/A,2649 شارع أبو أيمن السلمي، الخليج، سيهات‎ 32437,N/A,https://muntazah.com/,3.9,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D9%87+%D8%A5%D9%83%D8%B3%D8%A8%D8%B1%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e49fe23732e168b:0x91e3f76d977f4947!8m2!3d26.4719444!4d50.0269444!16s%2Fg%2F119w1s44t!19sChIJixYucyP-ST4RR0l_l23345E?authuser=0&hl=ar&rclk=1
توت و رمان,N/A,F2RJ+G7F، الطف، سيهات‎ 32461,054 662 2688,https://instagram.com/rp.fruits?utm_medium=copy_link,4.6,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%AA%D9%88%D8%AA+%D9%88+%D8%B1%D9%85%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e49ff640918fe2b:0x346e77e6017e37ef!8m2!3d26.4913171!4d50.0306824!16s%2Fg%2F11rmq0vcc7!19sChIJK_4YCWT_ST4R7zd-AeZ3bjQ?authuser=0&hl=ar&rclk=1
الكنز الثمين للعباءات النسائية,N/A,2615 طريق الملك عبدالعزيز، حي المنتزة، EMMB7699، 7699، سيهات‎ 32452,N/A,N/A,4.4,سيهات,المنطقة الشرقية,26.4947204,50.034668,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%83%D9%86%D8%B2+%D8%A7%D9%84%D8%AB%D9%85%D9%8A%D9%86+%D9%84%D9%84%D8%B9%D8%A8%D8%A7%D8%A1%D8%A7%D8%AA+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%D8%A9%E2%80%AD/@26.4947204,50.034668,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff002b37f87b:0xcdb0fc509eb90b28!8m2!3d26.4947204!4d50.034668!16s%2Fg%2F11vzq30zq_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز زهير للبصريات,N/A,الأنصاري، 5537 شارع أبو موسى الأنصاري، الديرة، سيهات‎ 32461 8400 شارع أبو موسى، سيهات‎ 32461,013 850 5205,N/A,3.0,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B2%D9%87%D9%8A%D8%B1+%D9%84%D9%84%D8%A8%D8%B5%D8%B1%D9%8A%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49fe35bd267379:0x16624e6e827afb77!8m2!3d26.4883404!4d50.0378762!16s%2Fg%2F11c31qsz7h!19sChIJeXMmvTX-ST4Rd_t6gm5OYhY?authuser=0&hl=ar&rclk=1
إسراء للدراجات,N/A,إبراهيم البصري، الديرة، سيهات‎ 32461,050 586 6222,N/A,4.7,سيهات,المنطقة الشرقية,26.4876031,50.0375328,"https://www.google.com/maps/place/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A1+%D9%84%D9%84%D8%AF%D8%B1%D8%A7%D8%AC%D8%A7%D8%AA%E2%80%AD/@26.4876031,50.0375328,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe35c7bc3521:0xc702bee8d315ff60!8m2!3d26.4876031!4d50.0375328!16s%2Fg%2F11bw4t2g6c?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
سوبر ماركت ابوزيد للمواد الغذائيه,N/A,F2RM+V82، الخصاب، سيهات‎ 32452,013 850 1874,N/A,4.7,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B3%D9%88%D8%A8%D8%B1+%D9%85%D8%A7%D8%B1%D9%83%D8%AA+%D8%A7%D8%A8%D9%88%D8%B2%D9%8A%D8%AF+%D9%84%D9%84%D9%85%D9%88%D8%A7%D8%AF+%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e49ffcc8fac5463:0x166eba08d90882cb!8m2!3d26.492135!4d50.0332668!16s%2Fg%2F11hbnxg5vl!19sChIJY1Ssj8z_ST4Ry4II2Qi6bhY?authuser=0&hl=ar&rclk=1
شركة قمة الحلويات سيهات,N/A,طريق الخليج العربي، قرطبة،، سيهات‎ 32453,N/A,https://instagram.com/topsweetsah?r=nametag,4.2,سيهات,المنطقة الشرقية,26.5028675,50.0383016,"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D9%82%D9%85%D8%A9+%D8%A7%D9%84%D8%AD%D9%84%D9%88%D9%8A%D8%A7%D8%AA+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.5028675,50.0383016,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffe89a978059:0x74264cc41dedbc5b!8m2!3d26.5028675!4d50.0383016!16s%2Fg%2F11q8x94ww7?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
ريد بوكس,N/A,4293 طريق عمر بن عبد العزيز، حي السلام، EMGB7692، 7692، سيهات‎ 32437,N/A,N/A,N/A,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B1%D9%8A%D8%AF+%D8%A8%D9%88%D9%83%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e49ff0020daba49:0x814de42fd1726a0b!8m2!3d26.4750006!4d50.0433417!16s%2Fg%2F11nb68qmgb!19sChIJSbraIAD_ST4RC2py0S_kTYE?authuser=0&hl=ar&rclk=1
وحدة الطيور,N/A,F2HW+W36، الفردوس، سيهات‎ 32434,056 542 0611,N/A,4.3,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%88%D8%AD%D8%AF%D8%A9+%D8%A7%D9%84%D8%B7%D9%8A%D9%88%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e49ffaefbe0393b:0x40aaa3bf48a03c4a!8m2!3d26.4797925!4d50.045156!16s%2Fg%2F11fkr13mdh!19sChIJOzng-67_ST4RSjygSL-jqkA?authuser=0&hl=ar&rclk=1
Noon minute s,N/A,F2QH+H78، النقى، سيهات‎ 32461,053 891 6437,N/A,N/A,سيهات,المنطقة الشرقية,26.4889047,50.0282166,"https://www.google.com/maps/place/Noon+minute+s/@26.4889047,50.0282166,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff00321f325f:0x57f55cb93972d5e2!8m2!3d26.4889047!4d50.0282166!16s%2Fg%2F11y_w03675?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
حكاية عشبة سيهات,N/A,6114، الطف، سيهات‎ 32463 4400،,053 241 6685,https://herbstory-sa.com/,3.9,سيهات,المنطقة الشرقية,26.492605,50.0311928,"https://www.google.com/maps/place/%D8%AD%D9%83%D8%A7%D9%8A%D8%A9+%D8%B9%D8%B4%D8%A8%D8%A9+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.492605,50.0311928,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff32a6950825:0x7269062829315ea2!8m2!3d26.492605!4d50.0311928!16s%2Fg%2F11pd2k80mx?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
شاي هتان سيهات,N/A,طريق الملك عبدالعزيز، قرطبة، سيهات‎ 32453,N/A,https://www.instagram.com/hattan_tea?igsh=MXNzcGtwc2N4bjlscw==%20%D8%B5%D9%88%D8%B1%20%D8%A7%D9%84%D9%85%D9%83%D8%A7%D9%86%20%D9%8A%D9%8F%D8%B1%D8%AC%D9%89%20%D8%A5%D8%B6%D8%A7%D9%81%D8%A9%20%D8%B5%D9%88%D8%B1%20%D9%85%D9%81%D9%8A%D8%AF%D8%A9%D8%8C%20%D9%85%D8%AB%D9%84%20%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%AD%D9%84%20%D8%A3%D9%88%20%D9%85%D9%84%D8%B5%D9%82%D8%A7%D8%AA%20%D8%A3%D9%88%20%D9%84%D8%A7%D9%81%D8%AA%D8%A7%D8%AA%20%28%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1%D9%8A%29%20%D8%A7%D9%84%D9%86%D8%B4%D8%B1%20%D8%B9%D9%84%D9%86%D9%8A%D9%8B%D8%A7%20%D8%B9%D9%84%D9%89%20%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20Google%20%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9%20Dar_%20Ahmed%20%20info_outline%20%20%D8%A5%D8%B6%D8%A7%D9%81%D8%A9%20%D8%B5%D9%88%D8%B1%20%D8%AA%D9%8F%D8%B3%D8%AA%D8%AE%D8%AF%D9%8E%D9%85%20%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA%20%D9%81%D9%8A%20%D8%AC%D9%85%D9%8A%D8%B9%20%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20Google.%20info_outline%20%20%D8%A5%D9%84%D8%BA%D8%A7%D8%A1%20%20%D8%A5%D8%B1%D8%B3%D8%A7%D9%84,4.9,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%8A+%D9%87%D8%AA%D8%A7%D9%86+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49ff0036290e75:0xa604bd85868025c4!8m2!3d26.507048!4d50.0298186!16s%2Fg%2F11yknwwn5d!19sChIJdQ4pNgD_ST4RxCWAhoW9BKY?authuser=0&hl=ar&rclk=1
المكتشفون الصغار سيهات,N/A,اسحق بن عمران، غرناطة، سيهات‎ 32434,050 093 7273,N/A,4.6,سيهات,المنطقة الشرقية,26.475744,50.0513501,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%B4%D9%81%D9%88%D9%86+%D8%A7%D9%84%D8%B5%D8%BA%D8%A7%D8%B1+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.475744,50.0513501,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffd2d82539ad:0x832744eec743ec0e!8m2!3d26.475744!4d50.0513501!16s%2Fg%2F11ykgtw4y1?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز الشافعي للاتصالات,N/A,F2PQ+9QJ، شارع عمر بن عبدالعزيز، النور، سيهات‎ 32452,013 856 9999,N/A,4.0,سيهات,المنطقة الشرقية,26.4859688,50.0394049,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B4%D8%A7%D9%81%D8%B9%D9%8A+%D9%84%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA%E2%80%AD/@26.4859688,50.0394049,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe49e108016d:0x1c9b6458b990346e!8m2!3d26.4859688!4d50.0394049!16s%2Fg%2F1q62hzjmm?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مخابز أجياد الشرق فرع حي الطف,N/A,شارع ١٠ (أ)، الطف، سيهات‎ 32461,013 850 2545,https://ajiadalsharq.com/,4.4,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%AE%D8%A7%D8%A8%D8%B2+%D8%A3%D8%AC%D9%8A%D8%A7%D8%AF+%D8%A7%D9%84%D8%B4%D8%B1%D9%82+%D9%81%D8%B1%D8%B9+%D8%AD%D9%8A+%D8%A7%D9%84%D8%B7%D9%81%E2%80%AD/data=!4m7!3m6!1s0x3e49ff6b4a281b15:0xaab8bfb4e2dc3816!8m2!3d26.4930809!4d50.0321716!16s%2Fg%2F11qg2lr2cs!19sChIJFRsoSmv_ST4RFjjc4rS_uKo?authuser=0&hl=ar&rclk=1
روزلاند | RoseLand,N/A,2999 طريق الملك عبدالعزيز، الخصاب، سيهات‎ 32452,054 755 6889,http://www.roseland.sa/,4.5,سيهات,المنطقة الشرقية,26.4906744,50.0387022,"https://www.google.com/maps/place/%D8%B1%D9%88%D8%B2%D9%84%D8%A7%D9%86%D8%AF+%7C+RoseLand%E2%80%AD/@26.4906744,50.0387022,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe35422cf915:0xa9dc4d58a2c722d5!8m2!3d26.4906744!4d50.0387022!16s%2Fg%2F11c55tt92p?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الرغيف الفاخر,N/A,3381 الشارع الخامس عشر، السلام،، سيهات‎ 32437,055 860 2022,N/A,4.3,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D8%BA%D9%8A%D9%81+%D8%A7%D9%84%D9%81%D8%A7%D8%AE%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e49ff386ade08cd:0x38e97224c76701!8m2!3d26.4762664!4d50.0341859!16s%2Fg%2F11s9jtgc4h!19sChIJzQjeajj_ST4RAWfHJHLpOAA?authuser=0&hl=ar&rclk=1
شعاع للاتصالات,N/A,شارع عمر بن عبدالعزيز، الديرة، سيهات‎ 32452,059 152 0526,http://shuaastore.com/,4.5,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B4%D8%B9%D8%A7%D8%B9+%D9%84%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49fe35fd196513:0x30909812aa624c8!8m2!3d26.4869236!4d50.0387135!16s%2Fg%2F11cmy4s136!19sChIJE2UZ_TX-ST4RyCSmKoEJCQM?authuser=0&hl=ar&rclk=1
مركز المجتبى للتسويق,N/A,8738، 5035، الطف، سيهات‎ 32462,N/A,N/A,3.5,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D8%A8%D9%89+%D9%84%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e49ffccecec6a5f:0x37f4ff8c60a46374!8m2!3d26.4913983!4d50.0331929!16s%2Fg%2F11g65cg3_y!19sChIJX2rs7Mz_ST4RdGOkYIz_9Dc?authuser=0&hl=ar&rclk=1
مركز ومعمل تصنيف اللحوم الطازجة السيهاتي,N/A,8137 طريق الملك عبدالعزيز، غرناطة، سيهات‎ 32434,013 856 1343,N/A,4.9,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%88%D9%85%D8%B9%D9%85%D9%84+%D8%AA%D8%B5%D9%86%D9%8A%D9%81+%D8%A7%D9%84%D9%84%D8%AD%D9%88%D9%85+%D8%A7%D9%84%D8%B7%D8%A7%D8%B2%D8%AC%D8%A9+%D8%A7%D9%84%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e49fe4391e62b9d:0xe647e59900daa078!8m2!3d26.4790477!4d50.0460084!16s%2Fg%2F11c1sjpnqb!19sChIJnSvmkUP-ST4ReKDaAJnlR-Y?authuser=0&hl=ar&rclk=1
.,N/A,شارع، سيهات‎ 32437,054 369 5922,N/A,5.0,سيهات,المنطقة الشرقية,25.3591552,49.5616,"https://www.google.com/maps/place/@25.3591552,49.5616,10z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffef403ab0a1:0x4a815c6586ae591a!8m2!3d26.4802063!4d50.0204185!16s%2Fg%2F11s5hq33lz?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
فناجيل الضيافه,N/A,3411، 8673 النابية، سيهات‎ 32471 3411، 32471,5036945456,N/A,3.9,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%81%D9%86%D8%A7%D8%AC%D9%8A%D9%84+%D8%A7%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e3601cb52a3e1e3:0xb0f56b2c137538b8!8m2!3d26.479658!4d50.0027809!16s%2Fg%2F11g020cp_f!19sChIJ4-GjUssBNj4RuDh1Eyxr9bA?authuser=0&hl=ar&rclk=1
Masah Boutique | بوتيك ماسة,N/A,"Khaleej Rd, Street, سيهات‎ 32451",056 925 7115,https://www.instagram.com/matjarmasah,4.5,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/Masah+Boutique+%7C+%D8%A8%D9%88%D8%AA%D9%8A%D9%83+%D9%85%D8%A7%D8%B3%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e49ff93fd8a77ab:0xc40920c7c33307a1!8m2!3d26.4870528!4d50.0511977!16s%2Fg%2F11vpngc2ng!19sChIJq3eK_ZP_ST4RoQczw8cgCcQ?authuser=0&hl=ar&rclk=1
المدينة العالمية بالدمام,N/A,البحيرة، سيهات‎ 32431,N/A,https://globalcitydammam.com/ar/home,4.2,سيهات,المنطقة الشرقية,26.4634241,50.069209,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9+%D8%A8%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85%E2%80%AD/@26.4634241,50.069209,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff00373d27d9:0x5f795949e8d103f5!8m2!3d26.4634241!4d50.069209!16s%2Fg%2F11xs20c4h1?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
عيادة الأسرة الجميلة الطبية - لطب الأسنان,N/A,OMAR IBN ABDULAZIZ ST، F29W+4QW، عمر بن عبدالعزيز، مقابل اللقيمات القاضي أعلى صيدلية الدواء، سيهات‎ 32434,054 947 1094,N/A,4.9,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D8%A9+%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+-+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e49ff8bc4ec115f:0xca8a539853a1806f!8m2!3d26.467889!4d50.047361!16s%2Fg%2F11jzl4_0n7!19sChIJXxHsxIv_ST4Rb4ChU5hTiso?authuser=0&hl=ar&rclk=1
عيادات إكليل لطب الأسنان,N/A,شارع الملك عبد العزيز - حي، غرناطة، سيهات‎ 32434,054 948 6159,https://www.instagram.com/ekleelclinic?igsh=MWJzOXIyc2Z6YXBjYg==,5.0,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%A5%D9%83%D9%84%D9%8A%D9%84+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e49ff16a54ca857:0x1648e456c6cd2e2d!8m2!3d26.4744691!4d50.0477902!16s%2Fg%2F11trwrqwpz!19sChIJV6hMpRb_ST4RLS7NxlbkSBY?authuser=0&hl=ar&rclk=1
Padi Clinic| عيادات بداية الطفل لطب أسنان الأطفال - سيهات,N/A,الخليج، سيهات‎ 32451,050 116 3444,https://instagram.com/padiclinic?igshid=130cle6j9j4jl,4.5,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/Padi+Clinic%7C+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%A8%D8%AF%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D9%84%D8%B7%D8%A8+%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+-+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49fff601d08615:0xc95d43ad95182412!8m2!3d26.4867607!4d50.0511421!16s%2Fg%2F11fp0qpqxs!19sChIJFYbQAfb_ST4REiQYla1DXck?authuser=0&hl=ar&rclk=1
مجمع المدلوح الطبي,N/A,EMGA7690، شارع عبدالله بن ربيعة، 4371، الفردوس، سيهات‎ 32434,9200 14603,http://madlouh.com.sa/,3.4,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D9%85%D8%AF%D9%84%D9%88%D8%AD+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e49fe41f66b1315:0x261a9919758f85f0!8m2!3d26.4748657!4d50.044343!16s%2Fg%2F1wcxbkkl!19sChIJFRNr9kH-ST4R8IWPdRmZGiY?authuser=0&hl=ar&rclk=1
مجمع تبسم بلس الطبي,N/A,"حي, شارع عمر بن عبدالعزيز، الزهور، سيهات‎ 32437",055 668 6180,http://tabassemplus.com/,4.7,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%AA%D8%A8%D8%B3%D9%85+%D8%A8%D9%84%D8%B3+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e49ffab5918e71b:0xc60281385b14bb60!8m2!3d26.4696105!4d50.0456228!16s%2Fg%2F11t6y_m1_8!19sChIJG-cYWav_ST4RYLsUWziBAsY?authuser=0&hl=ar&rclk=1
عيادات شركة أمين عبدالله الشيخ ناصر للأسنان,N/A,7204 طريق الملك عبدالعزيز، 3134، سيهات‎,013 839 2417,http://www.instagram.com/xdentalcarex/,4.1,سيهات,المنطقة الشرقية,26.490367,50.039923,"https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%B4%D8%B1%D9%83%D8%A9+%D8%A3%D9%85%D9%8A%D9%86+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87+%D8%A7%D9%84%D8%B4%D9%8A%D8%AE+%D9%86%D8%A7%D8%B5%D8%B1+%D9%84%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/@26.490367,50.039923,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe4a8ea7e0dd:0x6f1906597343f6b2!8m2!3d26.490367!4d50.039923!16s%2Fg%2F11clynl02c?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الأصالة للأقمشة و الخياطة الرجالية,N/A,طريق الملك عبدالعزيز، الخصاب، سيهات‎ 32452,054 438 1335,N/A,3.7,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B5%D8%A7%D9%84%D8%A9+%D9%84%D9%84%D8%A3%D9%82%D9%85%D8%B4%D8%A9+%D9%88+%D8%A7%D9%84%D8%AE%D9%8A%D8%A7%D8%B7%D8%A9+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e49ffa0acb01d0b:0xbb15fff5016b5393!8m2!3d26.4928081!4d50.0359877!16s%2Fg%2F11q3n7d9d3!19sChIJCx2wrKD_ST4Rk1NrAfX_Fbs?authuser=0&hl=ar&rclk=1
لمسة السعادة للخياطة,N/A,"EMMC3069، 3069 عبد الله بن جعفر، 8258، حي قرطبة،, قرطبة،، سيهات‎ 32453،",056 766 0572,N/A,4.7,سيهات,المنطقة الشرقية,26.4999863,50.0392892,"https://www.google.com/maps/place/%D9%84%D9%85%D8%B3%D8%A9+%D8%A7%D9%84%D8%B3%D8%B9%D8%A7%D8%AF%D8%A9+%D9%84%D9%84%D8%AE%D9%8A%D8%A7%D8%B7%D8%A9%E2%80%AD/@26.4999863,50.0392892,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff3f4d0581ed:0x30c5689319232935!8m2!3d26.4999863!4d50.0392892!16s%2Fg%2F11s6b42ffp?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز الأرجوان النسائي للخياطة و التجميل,N/A,8112 طريق الملك عبدالعزيز، 4494، الفردوس، سيهات‎ 32434,050 381 6426,N/A,4.3,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%A3%D8%B1%D8%AC%D9%88%D8%A7%D9%86+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A+%D9%84%D9%84%D8%AE%D9%8A%D8%A7%D8%B7%D8%A9+%D9%88+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e49fe43f3719661:0x777cf5bd46f80450!8m2!3d26.4788277!4d50.0454758!16s%2Fg%2F11b_02cy05!19sChIJYZZx80P-ST4RUAT4Rr31fHc?authuser=0&hl=ar&rclk=1
خياط ديرة الشباب,N/A,الديرة، سيهات‎ 32461,055 847 2123,N/A,4.5,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%AE%D9%8A%D8%A7%D8%B7+%D8%AF%D9%8A%D8%B1%D8%A9+%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x3e49fe344aa47ef1:0x673304d5d347ad72!8m2!3d26.4874206!4d50.0366724!16s%2Fg%2F11c1rt725l!19sChIJ8X6kSjT-ST4Rcq1H09UEM2c?authuser=0&hl=ar&rclk=1
دشاديش الابراج,N/A,F2PM+67J، النقى، سيهات‎ 32461,013 850 0892,N/A,3.9,سيهات,المنطقة الشرقية,N/A,N/A,https://www.google.com/maps/place/%D8%AF%D8%B4%D8%A7%D8%AF%D9%8A%D8%B4+%D8%A7%D9%84%D8%A7%D8%A8%D8%B1%D8%A7%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e49fe33e8a44917:0x5ba18b28550a5701!8m2!3d26.4855994!4d50.0331524!16s%2Fg%2F11ggzmt9x8!19sChIJF0mk6DP-ST4RAVcKVSiLoVs?authuser=0&hl=ar&rclk=1
